Qty,Line Item,Manufacturer,MPN,Octopart URL,Schematic Reference,Internal Part Number,Description,Total Qty (@ Batch Size: 1),SKU,SKU,SKU,SKU,Packaging,Packaging,Packaging,Packaging,Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),In Stock,In Stock,In Stock,In Stock,MOQ,MOQ,MOQ,MOQ,URL,URL,URL,URL,Distributor [Lowest Price (Overall)],SKU [Lowest Price (Overall)],Packaging [Lowest Price (Overall)],Unit Price (@ Batch Size: 1) [Lowest Price (Overall)],Line Total [Lowest Price (Overall)],Batch Total [Lowest Price (Overall)],In Stock [Lowest Price (Overall)],MOQ [Lowest Price (Overall)],URL [Lowest Price (Overall)],Notes
,,,,,,,,,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,,,,,,,,,,
4,1727-7807-1-ND,Nexperia,PMEG60T10ELRX,https://octopart.com/pmeg60t10elrx-nexperia-89940781,D6 D7 D8 D9,,Diode Schottky 60V 1A Surface Mount SOD-123W,4,1727-7807-1-ND,6110612,771-PMEG60T10ELRX,,Cut Tape,Tape & Reel,Tape & Reel,,0.3302832,,0.3302832,,3153,9000,4243,,1,3000,1,,https://octopart.com/click/track?ai=8237&sig=0f14e61&sid=459&ppid=89940781&vpid=479895611&ct=offers,https://octopart.com/click/track?ai=8237&sig=0f589fa&sid=2454&ppid=89940781&vpid=657023873&ct=offers,https://octopart.com/click/track?ai=8237&sig=0cc75ba&sid=2401&ppid=89940781&vpid=482921413&ct=offers,,Digi-Key,1727-7807-1-ND,Cut Tape,0.3302832,1.3211328,1.3211328,3153,1,https://octopart.com/click/track?ai=8237&sig=0f14e61&sid=459&ppid=89940781&vpid=479895611&ct=offers,
1,160-1478-1-ND,Lite-On,LTST-S270KGKT,https://octopart.com/ltst-s270kgkt-lite-on-549938,D1,,Green 571nm LED Indication - Discrete 2V 0603 (1608 Metric),1,160-1478-1-ND,,859-LTST-S270KGKT,6921219,Cut Tape,,Tape & Reel,,0.2032512,,0.21172,,370346,,68783,900,1,,1,50,https://octopart.com/click/track?ai=8237&sig=0f223b6&sid=459&ppid=549938&vpid=2114573&ct=offers,,https://octopart.com/click/track?ai=8237&sig=08a5440&sid=2401&ppid=549938&vpid=37629309&ct=offers,https://octopart.com/click/track?ai=8237&sig=0bf56d6&sid=10022&ppid=549938&vpid=565571485&ct=offers,Quest,LTST-S270KGKT,,0.07113792,0.07113792,0.07113792,7084,1,https://octopart.com/click/track?ai=8237&sig=0a561e0&sid=2412&ppid=549938&vpid=37084253&ct=offers,
2,MH1608-601YCT-ND,Bourns,MH1608-601Y,https://octopart.com/mh1608-601y-bourns-1717538,FB2 FB3,,600 Ohms @ 100MHz 1 Power  Signal Line Ferrite Bead 0603 (1608 Metric) 1A 200mOhm,2,MH1608-601YCT-ND,,652-MH1608-601Y,1814422,Cut Tape,,Tape & Reel,,0.084688,,0.084688,,4019,,4781,10000,1,,1,4000,https://octopart.com/click/track?ai=8237&sig=044cd9b&sid=459&ppid=1717538&vpid=50630664&ct=offers,,https://octopart.com/click/track?ai=8237&sig=0eaec5b&sid=2401&ppid=1717538&vpid=37704068&ct=offers,https://octopart.com/click/track?ai=8237&sig=0e4f6b6&sid=10022&ppid=1717538&vpid=565371649&ct=offers,Arrow Electronics,MH1608-601Y,Cut Tape,0.061060048,0.122120096,0.122120096,42,1,https://octopart.com/click/track?ai=8237&sig=0388c87&sid=1106&ppid=1717538&vpid=475899960&ct=offers,
1,A102197CT-ND,TE Connectivity,BMB2A1000LN2,https://octopart.com/bmb2a1000ln2-te+connectivity-7513312,FB1,,1 kOhms @ 100MHz 1  Ferrite Bead 0805 (2012 Metric) 350mA 300mOhm,1,A102197CT-ND,,571-2-1624117-0,,Cut Tape,,Tape & Reel,,0.1609072,,0.1609072,,76690,,46719,,1,,1,,https://octopart.com/click/track?ai=8237&sig=07c416d&sid=459&ppid=7513312&vpid=275737538&ct=offers,,https://octopart.com/click/track?ai=8237&sig=09e9d78&sid=2401&ppid=7513312&vpid=116318392&ct=offers,,Arrow Electronics,BMB2A1000LN2,Cut Tape,0.13931176,0.13931176,0.13931176,7392,1,https://octopart.com/click/track?ai=8237&sig=0d63dc9&sid=1106&ppid=7513312&vpid=486149341&ct=offers,
2,,,,,H3 H1,,Mounting Hole,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J1,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J5,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J6,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J8,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J9,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J11,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J12,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J14,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A102025-ND,TE Connectivity,1-1337482-0,https://octopart.com/1-1337482-0-te+connectivity-40017790,J3,,SMB Connector Jack  Male Pin 50Ohm Through Hole Solder,1,A102025-ND,9012538,571-1-1337482-0,4205401,Bulk,Box,Bulk,,1.9816992,,2.48,2.03,10283,0,4566,112,1,50,1,1,https://octopart.com/click/track?ai=8237&sig=0ebc0f7&sid=459&ppid=40017790&vpid=198635084&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=046cabd&sid=2454&ppid=40017790&vpid=657155948&ct=offers,https://octopart.com/click/track?ai=8237&sig=0877a83&sid=2401&ppid=40017790&vpid=118165618&ct=offers,https://octopart.com/click/track?ai=8237&sig=045e065&sid=10022&ppid=40017790&vpid=565926026&ct=offers,Arrow Electronics,1-1337482-0,,1.05309528,1.05309528,1.05309528,8109,1,https://octopart.com/click/track?ai=8237&sig=0c4082f&sid=1106&ppid=40017790&vpid=549118095&ct=offers,
1,A97555-ND,TE Connectivity,1-1634612-0,https://octopart.com/1-1634612-0-te+connectivity-41157662,J4,,BNC Connector Jack  Female Socket 50Ohm Panel Mount  Through Hole  Right Angle Solder,1,A97555-ND,2047162,571-1-1634612-0,5121247,Box,Bulk,Bulk,,1.7022288,,2.1256688,1.48,5248,0,1839,638,1,1000,1,1,https://octopart.com/click/track?ai=8237&sig=0e25aa0&sid=459&ppid=41157662&vpid=198635121&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0e980fe&sid=2454&ppid=41157662&vpid=657155984&ct=offers,https://octopart.com/click/track?ai=8237&sig=0b45d3c&sid=2401&ppid=41157662&vpid=115231681&ct=offers,https://octopart.com/click/track?ai=8237&sig=0eb85f3&sid=10022&ppid=41157662&vpid=565926754&ct=offers,Freelance Electronics,1-1634612-0,,0.804536,0.804536,0.804536,23,1,https://octopart.com/click/track?ai=8237&sig=0c459ad&sid=13062&ppid=41157662&vpid=632526917&ct=offers,
1,A97555-ND,TE Connectivity,1-1634612-0,https://octopart.com/1-1634612-0-te+connectivity-41157662,J7,,BNC Connector Jack  Female Socket 50Ohm Panel Mount  Through Hole  Right Angle Solder,1,A97555-ND,2047162,571-1-1634612-0,5121247,Box,Bulk,Bulk,,1.7022288,,2.1256688,1.48,5248,0,1839,638,1,1000,1,1,https://octopart.com/click/track?ai=8237&sig=0e25aa0&sid=459&ppid=41157662&vpid=198635121&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0e980fe&sid=2454&ppid=41157662&vpid=657155984&ct=offers,https://octopart.com/click/track?ai=8237&sig=0b45d3c&sid=2401&ppid=41157662&vpid=115231681&ct=offers,https://octopart.com/click/track?ai=8237&sig=0eb85f3&sid=10022&ppid=41157662&vpid=565926754&ct=offers,Freelance Electronics,1-1634612-0,,0.804536,0.804536,0.804536,23,1,https://octopart.com/click/track?ai=8237&sig=0c459ad&sid=13062&ppid=41157662&vpid=632526917&ct=offers,
1,A97555-ND,TE Connectivity,1-1634612-0,https://octopart.com/1-1634612-0-te+connectivity-41157662,J10,,BNC Connector Jack  Female Socket 50Ohm Panel Mount  Through Hole  Right Angle Solder,1,A97555-ND,2047162,571-1-1634612-0,5121247,Box,Bulk,Bulk,,1.7022288,,2.1256688,1.48,5248,0,1839,638,1,1000,1,1,https://octopart.com/click/track?ai=8237&sig=0e25aa0&sid=459&ppid=41157662&vpid=198635121&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0e980fe&sid=2454&ppid=41157662&vpid=657155984&ct=offers,https://octopart.com/click/track?ai=8237&sig=0b45d3c&sid=2401&ppid=41157662&vpid=115231681&ct=offers,https://octopart.com/click/track?ai=8237&sig=0eb85f3&sid=10022&ppid=41157662&vpid=565926754&ct=offers,Freelance Electronics,1-1634612-0,,0.804536,0.804536,0.804536,23,1,https://octopart.com/click/track?ai=8237&sig=0c459ad&sid=13062&ppid=41157662&vpid=632526917&ct=offers,
1,A97555-ND,TE Connectivity,1-1634612-0,https://octopart.com/1-1634612-0-te+connectivity-41157662,J13,,BNC Connector Jack  Female Socket 50Ohm Panel Mount  Through Hole  Right Angle Solder,1,A97555-ND,2047162,571-1-1634612-0,5121247,Box,Bulk,Bulk,,1.7022288,,2.1256688,1.48,5248,0,1839,638,1,1000,1,1,https://octopart.com/click/track?ai=8237&sig=0e25aa0&sid=459&ppid=41157662&vpid=198635121&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0e980fe&sid=2454&ppid=41157662&vpid=657155984&ct=offers,https://octopart.com/click/track?ai=8237&sig=0b45d3c&sid=2401&ppid=41157662&vpid=115231681&ct=offers,https://octopart.com/click/track?ai=8237&sig=0eb85f3&sid=10022&ppid=41157662&vpid=565926754&ct=offers,Freelance Electronics,1-1634612-0,,0.804536,0.804536,0.804536,23,1,https://octopart.com/click/track?ai=8237&sig=0c459ad&sid=13062&ppid=41157662&vpid=632526917&ct=offers,
1,609-5122-ND,Amphenol ICC / FCI,75869-331LF,https://octopart.com/75869-331lf-amphenol+icc+%2F+fci-90340657,J2,,"Connector Header Through Hole 6 position 0.100"" (2.54mm)""",1,609-5122-ND,1101129,649-75869-331LF,,Tube,Tube,Bulk,,0.4742528,0.3302832,0.4742528,,2781,900,1071,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=0e491f1&sid=459&ppid=90340657&vpid=531337332&ct=offers,https://octopart.com/click/track?ai=8237&sig=00126d0&sid=2454&ppid=90340657&vpid=482939820&ct=offers,https://octopart.com/click/track?ai=8237&sig=0b8a99a&sid=2401&ppid=90340657&vpid=166184820&ct=offers,,Future Electronics,1101129,Tube,0.3302832,0.3302832,0.3302832,900,1,https://octopart.com/click/track?ai=8237&sig=00126d0&sid=2454&ppid=90340657&vpid=482939820&ct=offers,
1,1195-1143-ND,HARTING Elektronik,9031326921,https://octopart.com/09031326921-harting+elektronik-1509247,J15,,96 Position Din Connector Header  Male Pins  Through Hole  Right Angle,1,1195-1143-ND,1065551,617-09-03-132-6921,7406742,Box,Bulk,Bulk,,2.710016,,2.55,4.4,539,0,412,337,1,20,1,1,https://octopart.com/click/track?ai=8237&sig=0dfb74c&sid=459&ppid=1509247&vpid=49201039&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=08f98e9&sid=2454&ppid=1509247&vpid=478715199&ct=offers,https://octopart.com/click/track?ai=8237&sig=07adafd&sid=2401&ppid=1509247&vpid=40480569&ct=offers,https://octopart.com/click/track?ai=8237&sig=0517183&sid=10022&ppid=1509247&vpid=565462068&ct=offers,Powell Electronics,9031326921,,1.355008,1.355008,1.355008,10,1,https://octopart.com/click/track?ai=8237&sig=0f90c7c&sid=19353&ppid=1509247&vpid=113693661&ct=offers,
1,609-5122-ND,Amphenol ICC / FCI,75869-331LF,https://octopart.com/75869-331lf-amphenol+icc+%2F+fci-90340657,J16,,"Connector Header Through Hole 6 position 0.100"" (2.54mm)""",1,609-5122-ND,1101129,649-75869-331LF,,Tube,Tube,Bulk,,0.4742528,0.3302832,0.4742528,,2781,900,1071,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=0e491f1&sid=459&ppid=90340657&vpid=531337332&ct=offers,https://octopart.com/click/track?ai=8237&sig=00126d0&sid=2454&ppid=90340657&vpid=482939820&ct=offers,https://octopart.com/click/track?ai=8237&sig=0b8a99a&sid=2401&ppid=90340657&vpid=166184820&ct=offers,,Future Electronics,1101129,Tube,0.3302832,0.3302832,0.3302832,900,1,https://octopart.com/click/track?ai=8237&sig=00126d0&sid=2454&ppid=90340657&vpid=482939820&ct=offers,
1,61300211121,Würth Elektronik,61300211121,https://octopart.com/61300211121-w%C3%BCrth+elektronik-20081794,JP8,,"Connector Header Through Hole 2 position 0.100"" (2.54mm)""",1,732-5315-ND,9070620,710-61300211121,8281581,Bag,Bulk,Bulk,,0.1100944,,0.1100944,,112284,0,30417,1420,1,1000,1,5,https://octopart.com/click/track?ai=8237&sig=0cafe7a&sid=459&ppid=20081794&vpid=116457391&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0744194&sid=2454&ppid=20081794&vpid=657181141&ct=offers,https://octopart.com/click/track?ai=8237&sig=005cddc&sid=2401&ppid=20081794&vpid=37882831&ct=offers,https://octopart.com/click/track?ai=8237&sig=0459cb4&sid=10022&ppid=20081794&vpid=566080053&ct=offers,Digi-Key,732-5315-ND,Bag,0.1100944,0.1100944,0.1100944,112284,1,https://octopart.com/click/track?ai=8237&sig=0cafe7a&sid=459&ppid=20081794&vpid=116457391&ct=offers,
2,732-5315-ND,Würth Elektronik,61300211121,https://octopart.com/61300211121-w%C3%BCrth+elektronik-20081794,JP3 JP2,,"Connector Header Through Hole 2 position 0.100"" (2.54mm)""",2,732-5315-ND,9070620,710-61300211121,8281581,Bag,Bulk,Bulk,,0.1100944,,0.1100944,,112284,0,30417,1420,1,1000,1,5,https://octopart.com/click/track?ai=8237&sig=0cafe7a&sid=459&ppid=20081794&vpid=116457391&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0744194&sid=2454&ppid=20081794&vpid=657181141&ct=offers,https://octopart.com/click/track?ai=8237&sig=005cddc&sid=2401&ppid=20081794&vpid=37882831&ct=offers,https://octopart.com/click/track?ai=8237&sig=0459cb4&sid=10022&ppid=20081794&vpid=566080053&ct=offers,Digi-Key,732-5315-ND,Bag,0.1100944,0.2201888,0.2201888,112284,1,https://octopart.com/click/track?ai=8237&sig=0cafe7a&sid=459&ppid=20081794&vpid=116457391&ct=offers,
1,732-5315-ND,Würth Elektronik,61300211121,https://octopart.com/61300211121-w%C3%BCrth+elektronik-20081794,JP1,,"Connector Header Through Hole 2 position 0.100"" (2.54mm)""",1,732-5315-ND,9070620,710-61300211121,8281581,Bag,Bulk,Bulk,,0.1100944,,0.1100944,,112284,0,30417,1420,1,1000,1,5,https://octopart.com/click/track?ai=8237&sig=0cafe7a&sid=459&ppid=20081794&vpid=116457391&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0744194&sid=2454&ppid=20081794&vpid=657181141&ct=offers,https://octopart.com/click/track?ai=8237&sig=005cddc&sid=2401&ppid=20081794&vpid=37882831&ct=offers,https://octopart.com/click/track?ai=8237&sig=0459cb4&sid=10022&ppid=20081794&vpid=566080053&ct=offers,Digi-Key,732-5315-ND,Bag,0.1100944,0.1100944,0.1100944,112284,1,https://octopart.com/click/track?ai=8237&sig=0cafe7a&sid=459&ppid=20081794&vpid=116457391&ct=offers,
2,,,,,JP4 JP6,,Solder Jumper,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,JP7,,Solder Jumper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,JP5,,Solder jumper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,732-1488-6-ND,Würth Elektronik,744229,https://octopart.com/744229-w%C3%BCrth+elektronik-7861731,L1 L2 L3 L4,,6.5mH @ 10kHz 2 Line Common Mode Choke Surface Mount 18.4 kOhms @ 700kHz 400mA DCR 950mOhm,4,732-1488-1-ND,,710-744229,6170868,Cut Tape,,Tape & Reel,,2.0833248,,2.0833248,2.54,2139,,1930,239,1,,1,1,https://octopart.com/click/track?ai=8237&sig=066e08d&sid=459&ppid=7861731&vpid=33976886&ct=offers,,https://octopart.com/click/track?ai=8237&sig=067704f&sid=2401&ppid=7861731&vpid=37889879&ct=offers,https://octopart.com/click/track?ai=8237&sig=0d0fd51&sid=10022&ppid=7861731&vpid=566086473&ct=offers,Component Electronics,744229,,1.9543365072,7.8173460288,7.8173460288,588,1,https://octopart.com/click/track?ai=8237&sig=0c3a4da&sid=17279&ppid=7861731&vpid=212101871&ct=offers,DNI
1,2N7002NCT-ND,ON Semiconductor,2N7002,https://octopart.com/2n7002-on+semiconductor-8095615,Q1,,N-Channel 60V 115mA (Ta) 200mW (Ta) Surface Mount SOT-23 (TO-236AB),1,2N7002NCT-ND,3370509,512-2N7002,6710312,Cut Tape,Cut Tape,Tape & Reel,,0.2710016,0.3133456,0.2710016,,1149613,2562063,374843,2620,1,1,1,20,https://octopart.com/click/track?ai=8237&sig=01aed61&sid=459&ppid=8095615&vpid=452457168&ct=offers,https://octopart.com/click/track?ai=8237&sig=089eaf3&sid=2454&ppid=8095615&vpid=657029508&ct=offers,https://octopart.com/click/track?ai=8237&sig=042c2f9&sid=2401&ppid=8095615&vpid=438579570&ct=offers,https://octopart.com/click/track?ai=8237&sig=0ea6cb2&sid=10022&ppid=8095615&vpid=565665104&ct=offers,Voyager Components,2N7002-FAIRCHILD-1326,,0.0169376,0.0169376,0.0169376,2500,1,https://octopart.com/click/track?ai=8237&sig=083cc78&sid=2424&ppid=8095615&vpid=605263894&ct=offers,
4,,,,,R7 R22 R37 R52,,gain Resistor,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNI
16,311-0.0GRCT-ND,Yageo,RC0603JR-070RL,https://octopart.com/rc0603jr-070rl-yageo-1241539,R3 R13 R14 R4 R18 R28 R29 R19 R33 R43 R44 R34 R48 R58 R59 R49,,0 Ohms Jumper 0.1W  1/10W Chip Resistor 0603 (1608 Metric)  Moisture Resistant Thick Film,16,311-0.0GRCT-ND,9008061,603-RC0603JR-070RL,1995646,Cut Tape,Cut Tape,Tape & Reel,,0.01524384,0.08299424,0.0127032,,14827890,18424954,4085985,4900,1,1,1,5000,https://octopart.com/click/track?ai=8237&sig=0c106d9&sid=459&ppid=1241539&vpid=115263549&ct=offers,https://octopart.com/click/track?ai=8237&sig=0ccce98&sid=2454&ppid=1241539&vpid=19679397&ct=offers,https://octopart.com/click/track?ai=8237&sig=079fa20&sid=2401&ppid=1241539&vpid=115233278&ct=offers,https://octopart.com/click/track?ai=8237&sig=074a8d2&sid=10022&ppid=1241539&vpid=654387959&ct=offers,GreenChips,RC0603JR-070RL,,0.00085,0.0136,0.0136,6277,1,https://octopart.com/click/track?ai=8237&sig=0a76145&sid=28947&ppid=1241539&vpid=600755019&ct=offers,
16,311-0.0GRCT-ND,Yageo,RC0603JR-070RL,https://octopart.com/rc0603jr-070rl-yageo-1241539,R5 R11 R10 R6 R20 R26 R25 R21 R35 R41 R40 R36 R50 R56 R55 R51,,0 Ohms Jumper 0.1W  1/10W Chip Resistor 0603 (1608 Metric)  Moisture Resistant Thick Film,16,311-0.0GRCT-ND,9008061,603-RC0603JR-070RL,1995646,Cut Tape,Cut Tape,Tape & Reel,,0.01524384,0.08299424,0.0127032,,14827890,18424954,4085985,4900,1,1,1,5000,https://octopart.com/click/track?ai=8237&sig=0c106d9&sid=459&ppid=1241539&vpid=115263549&ct=offers,https://octopart.com/click/track?ai=8237&sig=0ccce98&sid=2454&ppid=1241539&vpid=19679397&ct=offers,https://octopart.com/click/track?ai=8237&sig=079fa20&sid=2401&ppid=1241539&vpid=115233278&ct=offers,https://octopart.com/click/track?ai=8237&sig=074a8d2&sid=10022&ppid=1241539&vpid=654387959&ct=offers,GreenChips,RC0603JR-070RL,,0.00085,0.0136,0.0136,6277,1,https://octopart.com/click/track?ai=8237&sig=0a76145&sid=28947&ppid=1241539&vpid=600755019&ct=offers,DNI
